id,Date,number of bedrooms,number of bathrooms,living area,lot area,number of floors,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,Built Year,Number of schools nearby,Distance from the airport,Price
6762825420,42496,2,1,820,681,3,0,0,3,8,820,0,2006,2,56,339950
6762825551,42496,3,2,1570,7200,1,0,0,4,7,1570,0,1952,3,59,335000
6762826573,42496,3,1,1040,16986,1,0,0,4,7,1040,0,1968,1,76,314950
6762826582,42496,3,1.75,1870,12381,1,0,0,4,8,1870,0,1957,2,77,314500
6762826607,42496,3,1.75,2190,1716,1,0,0,4,8,2190,0,1967,1,66,313000
6762826675,42496,3,1.75,1840,10723,1,0,0,4,7,1220,620,1974,2,62,310000
6762826676,42496,3,1.75,2070,37904,1,0,0,4,7,1420,650,1973,2,76,310000
6762826883,42496,3,2.5,1600,3573,2,0,0,3,7,1600,0,2013,2,73,305450
6762827058,42496,2,1,760,3001,1,0,0,3,6,760,0,1913,2,73,300000
6762827917,42496,3,2.5,1600,4271,2,0,0,3,7,1600,0,2000,2,62,280000
6762828163,42496,3,2.5,1600,7000,2,0,0,4,8,1600,0,1993,2,56,275000
6762828606,42496,5,1.5,1500,7112,1,0,0,5,6,760,740,1920,1,63,265000
6762829003,42496,5,2.25,2060,8632,1,0,0,3,7,1030,1030,1962,1,60,255000
6762829120,42496,3,1.75,1250,10122,1,0,0,3,7,1250,0,1994,1,53,253000
6762829191,42496,1,1,1100,4373,1,0,0,2,6,820,280,1947,3,62,250000
6762829348,42496,3,1,1110,8423,1,0,0,3,7,1110,0,1952,3,69,249000
6762829374,42496,4,1.75,1720,10018,1,0,0,5,7,1720,0,1960,3,66,248500
6762829434,42496,3,1,1400,7410,1,0,0,3,6,1400,0,1944,2,61,246000
6762829454,42496,3,1.5,1260,1270,2,0,0,3,7,1040,220,2005,3,65,245000
6762829711,42496,3,2,1410,7566,1,0,0,3,7,1410,0,1985,2,73,239900
6762829943,42496,3,2.5,1920,9180,2,0,0,3,8,1920,0,1988,1,80,230000
6762830103,42496,3,1.75,1640,10762,1,0,0,3,7,1130,510,1988,2,78,226500
6762830601,42496,3,1.5,1380,11130,1,0,0,3,7,1380,0,1960,1,78,209950
6762831054,42496,4,1,1490,6600,1,0,0,3,7,1490,0,1969,2,68,185000
6762831337,42496,2,1,1040,13100,1,0,0,5,6,1040,0,1912,1,66,160000
6762831587,42496,2,1,910,22000,1,0,0,3,6,910,0,1956,2,79,100000
6762810338,42497,6,3,3510,5760,2.5,0,0,4,10,3510,0,1906,3,55,1750000
6762810537,42497,3,1.75,2430,12757,1,0,2,4,8,1340,1090,1952,3,59,1500000
6762810781,42497,5,3.25,2800,3200,1.5,0,0,5,10,1910,890,1932,3,79,1310000
6762810889,42497,4,3.25,3820,24166,2,0,1,4,11,3310,510,1990,1,72,1250000
6762811336,42497,4,3,2920,33976,1,0,3,5,8,1460,1460,1964,2,67,1050000
6762811390,42497,4,1,3410,5000,2,0,0,5,8,2190,1220,1910,1,58,1040000
6762811575,42497,3,2.75,2015,16807,2,1,4,3,9,2015,0,2007,2,71,988500
6762811596,42497,5,2.5,3160,11470,1,0,0,4,9,1780,1380,1971,2,52,980000
6762811867,42497,3,3.25,2640,4080,2,0,0,3,9,1840,800,1912,1,78,930000
6762812323,42497,3,2.5,2920,3942,3,0,0,3,10,2920,0,2008,3,65,868500
6762812615,42497,4,2,1910,6960,1.5,0,0,5,8,1910,0,1941,1,63,835000
6762812665,42497,5,3,3040,9601,1,0,0,5,9,1970,1070,1968,2,50,830000
6762813158,42497,3,2.75,3010,1842,2,0,0,3,9,3010,0,2011,3,58,785000
6762813211,42497,4,1.75,2480,9195,1,0,0,3,7,1390,1090,1950,2,75,780000
6762813572,42497,4,2.5,2660,5500,2,0,2,3,9,2660,0,2003,2,64,753888
6762814111,42497,3,2.5,1690,4500,1.5,0,1,4,8,1690,0,1928,3,51,719000
6762814139,42497,4,2.5,3290,6465,2,0,0,3,9,3290,0,2002,3,63,716500
6762814207,42497,3,1,1250,4620,1.5,0,0,4,7,1150,100,1900,1,60,712000
6762815046,42497,3,1.75,1320,5750,1.5,0,0,5,7,1320,0,1918,2,52,660000
6762815378,42497,4,1.75,2060,26036,1,0,0,4,8,1160,900,1947,1,69,647500
6762815557,42497,2,1.75,1230,3600,1.5,0,0,5,7,1230,0,1925,2,79,636000
6762815988,42497,2,1,1540,6872,1,0,0,4,7,820,720,1946,3,72,615000
6762816464,42497,3,2.5,1750,3354,2,0,0,4,7,1750,0,1991,2,66,595000
6762816607,42497,2,3,3160,66646,2,0,0,3,7,3160,0,1993,2,60,589900
6762817133,42497,4,2.25,2250,41688,2,0,0,3,8,2250,0,1980,2,55,569000
6762817390,42497,2,2,1870,4950,1,0,0,3,8,1870,0,2006,2,76,559950
6762817519,42497,2,2.5,1360,1349,2,0,0,3,8,1050,310,1997,2,65,553650
6762817818,42497,3,2.25,1780,191228,2,0,2,3,8,1780,0,1988,3,68,545000
6762817894,42497,6,2.25,2820,15600,1.5,0,2,5,7,1970,850,1940,3,62,543200
6762818056,42497,4,1.75,1840,9600,1,0,0,3,7,1220,620,1967,1,78,538000
6762818068,42497,4,2.5,2550,4630,2,0,0,3,7,2550,0,2005,1,69,537500
6762818111,42497,4,2.5,2280,65836,2,0,0,3,8,2280,0,2004,3,65,535000
6762818203,42497,3,1,1670,4080,1,0,0,3,7,1170,500,1967,1,62,533000
6762818239,42497,3,1.75,1980,6760,1,0,0,4,8,1980,0,1973,2,77,530000
6762818240,42497,4,2.75,2280,2850,1.5,0,0,4,7,1540,740,1930,2,50,530000
6762818544,42497,3,2.25,2430,73151,1,0,0,3,8,2430,0,1974,3,53,524000
6762818720,42497,2,1,1060,4960,1,0,0,3,7,1060,0,1926,3,57,515000
6762819074,42497,3,1.75,1410,1197,3,0,0,3,8,1410,0,2012,3,54,500000
6762819264,42497,2,1.5,1110,957,2,0,0,3,8,930,180,2005,2,56,499000
6762819418,42497,3,2.5,2310,6250,2,0,0,3,8,2310,0,2011,3,58,494000
6762819551,42497,5,2.25,2440,20828,1.5,0,0,4,8,2440,0,1975,2,50,489990
6762820767,42497,3,2,1510,43560,1,0,0,3,7,1510,0,1954,2,78,450000
6762821186,42497,2,1.5,1020,1060,3,0,0,3,8,1020,0,2008,2,69,441750
6762821371,42497,2,1,980,1179,2,0,0,3,8,980,0,2010,3,77,438000
6762821403,42497,3,1.75,1310,9282,1,0,0,4,7,1310,0,1976,3,68,437000
6762821994,42497,3,1.75,1460,7700,1,0,0,3,7,1460,0,1979,1,63,424500
6762822396,42497,3,2.5,1540,3200,3,0,0,3,8,1470,70,2008,1,53,413450
6762822622,42497,2,1,1020,8155,1,0,0,4,7,1020,0,1948,3,69,405000
6762822722,42497,3,2.75,2090,8354,2,0,0,3,8,2090,0,2012,1,60,403000
6762822747,42497,3,2.5,1960,8000,1,0,0,4,7,1290,670,1977,1,66,402000
6762823457,42497,3,1.75,1890,9920,1,0,0,3,7,1230,660,1944,1,75,385000
6762823824,42497,6,2.25,3206,5793,2,0,0,3,7,3206,0,2012,3,77,375000
6762824560,42497,2,1.5,960,1808,2,0,0,3,7,960,0,1993,2,68,358000
6762824832,42497,4,1.75,2250,13515,1,0,0,4,8,2150,100,1940,1,58,350000
6762825043,42497,3,1.75,1590,9620,1,0,0,3,7,1590,0,1988,2,66,349000
6762825083,42497,4,2.5,2460,7350,2,0,0,3,9,2460,0,1989,2,76,347500
6762825552,42497,3,1.5,2240,87625,1.5,0,0,2,7,1480,760,1980,2,63,335000
6762825746,42497,2,2,1550,435600,1.5,0,0,2,7,1550,0,1972,3,75,330000
6762825986,42497,4,2.5,2320,6270,2,0,0,3,8,2320,0,2004,2,51,325900
6762826223,42497,2,1.25,860,1277,2,0,0,3,7,860,0,2007,2,52,321950
6762826837,42497,3,1.75,1890,1716,1,0,0,5,7,1890,0,1966,2,74,307000
6762827311,42497,3,2,1240,10800,1,0,0,3,7,1240,0,1967,2,74,297950
6762827349,42497,2,1.75,2200,89298,1,0,0,3,7,1100,1100,1973,3,74,295000
6762827350,42497,3,2.5,1920,7229,2,0,0,3,8,1920,0,1993,1,64,295000
6762828376,42497,4,2.5,1810,6509,2,0,0,3,7,1810,0,1994,1,59,270000
6762828590,42497,3,2.5,1940,8547,1,0,0,3,7,1460,480,1989,2,52,266000
6762828756,42497,4,2.5,2020,6236,2,0,0,3,7,2020,0,2002,1,78,262000
6762828791,42497,4,1.5,2130,8800,1,0,0,3,7,1100,1030,1962,3,63,260000
6762828930,42497,4,1.75,1730,8320,1,0,0,3,7,1230,500,1977,2,53,258000
6762829435,42497,3,1.75,1390,7399,1,0,0,4,7,1390,0,1975,1,71,246000
6762829455,42497,3,1.5,1260,7964,1,0,0,4,7,1260,0,1955,3,70,245000
6762829790,42497,2,1,1270,3008,1,0,0,4,6,650,620,1923,1,72,235000
6762829944,42497,3,1.75,950,6000,1,0,0,3,6,790,160,1939,1,51,230000
6762829945,42497,3,1,1390,16000,1,0,0,4,6,1390,0,1960,3,55,230000
6762830053,42497,3,2.5,1190,3000,2,0,0,3,7,1190,0,2002,1,61,229000
6762830075,42497,4,1.75,2000,6120,1,0,0,3,7,1100,900,1965,2,77,228000
6762830520,42497,4,1,2100,9200,1,0,0,3,7,1050,1050,1959,1,78,211000
6762830646,42497,3,1,1490,8995,1,0,0,4,7,1490,0,1954,3,54,207000
6762830682,42497,2,1,720,5040,1,0,0,3,6,720,0,1955,1,60,205000
6762831507,42497,2,1.5,980,5000,2,0,0,3,7,980,0,1922,1,70,134000
6762831612,42497,2,1,520,22334,1,0,0,2,5,520,0,1951,2,69,82500
6762810135,42498,3,2.25,3000,11665,1.5,1,4,3,11,3000,0,2001,2,72,2400000
6762810176,42498,5,6.5,7270,130017,2,0,0,3,12,6420,850,2010,1,68,2240000
6762810365,42498,5,4.5,5190,5432,2,0,2,3,11,3390,1800,1987,1,64,1700000
6762810697,42498,4,2.75,3720,9450,1,0,4,5,10,1960,1760,1962,3,75,1370000
6762811086,42498,4,4.25,5860,52889,2,0,0,4,10,4910,950,1996,2,72,1160000
6762811582,42498,4,2.25,4230,37769,2,0,0,3,11,4230,0,1989,3,68,985000
6762811939,42498,4,3,3750,11025,2,0,0,3,10,3750,0,1976,2,57,920000
6762812447,42498,3,2.5,3560,107290,2,0,0,3,10,3560,0,1987,1,69,851000
6762812596,42498,4,3.5,3810,13592,1,0,1,3,9,2560,1250,2013,1,78,839900
6762812648,42498,4,2.75,3780,10308,2,0,0,3,10,3780,0,1999,2,52,833000
6762812964,42498,4,3.25,3540,159430,2,0,0,3,9,3540,0,2007,2,67,800000
6762813195,42498,4,2.5,2830,20345,2,0,0,3,10,1980,850,1979,2,80,782000
6762813396,42498,4,3.5,2730,3047,2,0,0,3,8,2400,330,2006,2,70,769900
6762813413,42498,4,2.75,2790,10819,2,0,0,3,10,2790,0,1996,2,61,765000
6762813532,42498,3,2.25,2950,78843,1.5,0,0,3,9,2950,0,2006,1,63,759000
6762813758,42498,4,2.75,3100,3773,2,0,0,3,8,2000,1100,1919,3,79,742500
6762814293,42498,2,2.5,2200,188200,1,0,3,3,8,2200,0,2007,1,78,705000
6762816084,42498,3,3,2480,45302,1,0,0,4,8,1620,860,1976,2,76,610000
6762816237,42498,4,2.5,2260,7753,2,0,0,3,9,2260,0,1989,2,72,604000
6762816548,42498,4,2.25,2430,32496,1,0,0,3,9,2430,0,1993,3,53,590000
6762816668,42498,4,3.25,2400,29252,2,0,0,4,8,2400,0,1982,2,70,585000
6762816748,42498,4,2.5,2660,4000,2,0,0,3,8,2660,0,2001,3,66,583000
6762816781,42498,4,2.5,2840,6268,2,0,0,3,9,2840,0,1998,1,74,580000
6762817174,42498,3,2.25,1660,10140,1,0,0,4,8,1370,290,1980,2,64,566000
6762817182,42498,4,2.25,2470,7447,2,0,0,3,8,2470,0,1984,2,50,565000
6762817428,42498,4,2.5,2840,4500,2,0,0,3,8,2840,0,2012,2,78,557000
6762817907,42498,4,2.5,2330,14289,2,0,0,4,8,2330,0,1978,3,57,542500
6762818086,42498,4,1.75,2000,4000,1.5,0,0,5,7,1450,550,1926,3,50,536500
6762818089,42498,3,1.75,1300,5413,1.5,0,0,3,7,1300,0,1925,1,74,536000
6762818218,42498,5,3,3480,57499,1,0,0,4,8,2340,1140,1976,3,68,532000
6762818404,42498,3,2.5,2030,6970,2,0,0,4,8,2030,0,1991,1,72,525000
6762818835,42498,3,2,1400,7293,1,0,0,4,7,1400,0,1963,1,54,511555
6762818980,42498,3,2.5,2100,5824,2,0,2,3,8,2100,0,1999,1,67,505000
6762819453,42498,3,1.75,1750,11340,1,0,1,4,7,1300,450,1987,3,76,491300
6762819464,42498,2,1,1840,3300,1.5,0,0,4,6,1130,710,1910,1,53,490000
6762819748,42498,3,2,1410,4800,1,0,0,3,7,1410,0,1940,2,51,481450
6762820264,42498,4,2.5,1930,9653,1,0,0,4,9,1930,0,1968,1,51,465000
6762820383,42498,2,1,1150,4400,1,0,0,4,7,1150,0,1905,1,64,463000
6762820433,42498,4,1.75,1750,5500,1.5,0,0,5,7,1050,700,1926,1,58,460000
6762821052,42498,4,2,1650,6000,1,0,0,5,7,1000,650,1959,1,65,445000
6762821053,42498,2,2,1150,6634,1,0,0,3,7,860,290,1940,3,67,445000
6762821613,42498,4,2.25,2170,10500,1,0,2,4,8,1270,900,1960,3,60,431000
6762821767,42498,3,1,1620,30736,1.5,0,0,4,7,1620,0,1911,2,52,428750
6762822268,42498,4,2.25,3060,48787,2,0,0,3,8,3060,0,1992,1,65,415000
6762822734,42498,4,2.5,2600,11951,2,0,0,3,10,2600,0,1988,3,71,402500
6762823420,42498,3,2.25,1445,1606,2,0,0,3,7,1300,145,2003,3,53,387000
6762823591,42498,3,3.25,1410,1253,3,0,0,3,8,1410,0,2005,2,72,382000
6762823809,42498,3,2,1340,1384,3,0,0,3,8,1340,0,2008,3,74,376000
6762824404,42498,2,1,1420,81892,1,0,0,3,7,1180,240,1956,2,73,360000
6762824801,42498,3,2.25,1640,11050,1,0,0,4,8,1640,0,1972,2,58,352000
6762825517,42498,3,1.75,1780,120661,1,0,0,4,6,1780,0,1979,2,63,336900
6762825747,42498,4,2.5,1940,3784,2,0,0,3,8,1940,0,2003,2,71,330000
6762825993,42498,3,2.25,1352,1694,3,0,0,3,8,1352,0,2007,2,68,325000
6762825994,42498,4,1.5,1470,70800,1,0,0,3,7,1470,0,1976,1,56,325000
6762826170,42498,3,2.25,998,904,2,0,0,3,7,798,200,2007,1,71,324000
6762826183,42498,4,2.75,1970,7213,1,0,0,3,8,1170,800,1977,3,67,323000
6762826240,42498,4,2.25,2310,7490,2,0,0,3,8,2310,0,1980,1,55,320000
6762826462,42498,5,1.75,2320,8100,1,0,0,4,7,1160,1160,1956,3,75,315000
6762826631,42498,4,2.25,1930,7452,1,0,0,3,7,1430,500,1984,3,75,312000
6762826656,42498,4,2.25,2130,8078,1,0,0,4,7,1380,750,1977,2,72,311100
6762826998,42498,3,1.5,1060,10464,1,0,0,4,7,1060,0,1973,2,54,303500
6762827527,42498,4,2.5,2000,13300,1,0,0,4,7,1200,800,1968,3,57,290000
6762827904,42498,3,1.75,1390,8700,1,0,3,4,7,840,550,1912,2,63,280950
6762827918,42498,4,2,2190,14439,1,0,0,4,7,1180,1010,1977,2,65,280000
6762828164,42498,3,1.5,1390,48257,1,0,0,3,6,1390,0,1922,2,53,275000
6762828377,42498,3,1.5,1500,6337,1,0,0,5,7,1500,0,1953,2,50,270000
6762828378,42498,3,2,1690,9583,1,0,0,4,7,1690,0,1969,1,50,270000
6762828792,42498,3,2,1920,8075,1,0,0,4,7,1510,410,1969,1,62,260000
6762828793,42498,3,2.5,1420,14850,1,0,0,4,7,1020,400,1963,3,77,260000
6762829004,42498,2,1,960,28717,1,0,0,4,6,960,0,1984,2,50,255000
6762829005,42498,2,1,810,7980,1,0,0,1,6,810,0,1928,2,64,255000
6762829097,42498,3,2.5,1850,4597,2,0,0,3,8,1850,0,2003,3,78,254000
6762829137,42498,3,1,1030,6127,1,0,0,3,7,880,150,1947,1,76,252500
6762829174,42498,3,1.75,1220,7250,1,0,0,3,7,1220,0,1962,3,58,251000
6762829381,42498,4,3,2163,5883,2,0,0,3,7,2163,0,2006,3,68,248000
6762829871,42498,3,1,1360,9948,1,0,0,3,6,1360,0,1977,2,74,234950
6762830119,42498,3,2.5,2000,9202,2,0,0,4,7,2000,0,1992,1,72,225000
6762830205,42498,4,1,1430,8355,1.5,0,0,4,7,1430,0,1983,1,71,224500
6762830502,42498,2,1.5,1020,1525,2,0,0,3,7,1020,0,2004,3,70,212000
6762830765,42498,3,1,1160,8320,1,0,0,4,7,1160,0,1959,1,71,201500
6762830909,42498,2,1,720,18000,1,0,0,3,6,720,0,1950,1,56,195000
6762812241,42499,4,2,2520,6000,1,0,0,3,8,1400,1120,1921,2,75,875000
6762817744,42499,5,2.75,3060,7015,1,0,0,5,8,1600,1460,1979,1,70,549900
6762823173,42499,3,2.5,1350,1250,3,0,0,3,8,1270,80,2006,2,78,394950
6762826241,42499,3,2.5,2130,6969,2,0,0,3,7,2130,0,2003,2,55,320000
6762828607,42499,4,1,1940,9533,1,0,0,3,7,1080,860,1962,2,63,265000
6762812556,42500,4,2.5,2160,5298,2.5,0,0,4,9,2160,0,1902,1,67,842500
6762824180,42500,3,2.5,1370,1350,2,0,0,3,7,1010,360,2007,2,61,368000
6762810472,42501,5,2.75,3650,20150,1,0,0,4,10,2360,1290,1975,2,53,1580000
6762810715,42501,5,1.75,3380,20021,1,0,0,4,8,1690,1690,1963,3,59,1350000
6762810768,42501,4,3.5,3460,3997,2,0,0,3,10,2560,900,2004,1,74,1320000
6762810794,42501,4,3.25,2330,9687,2,0,3,3,9,2330,0,1918,1,74,1300000
6762810875,42501,4,3.75,3490,9170,2,0,0,3,9,3490,0,2012,1,58,1260000
6762810940,42501,4,4.5,5420,101930,1,0,0,3,11,3890,1530,2001,3,59,1230000
6762810941,42501,4,2.25,3070,16028,1,0,3,3,9,1870,1200,1976,3,62,1230000
6762810999,42501,3,1.75,1560,8078,1.5,1,4,4,6,1560,0,1928,2,52,1200000
6762811266,42501,3,2.5,3720,11610,2,0,0,3,11,3720,0,1982,2,74,1080000
6762811337,42501,4,3.75,3280,11000,2,0,0,3,10,2320,960,2008,2,64,1050000
6762811412,42501,4,3.25,3270,5187,2,0,0,3,9,3110,160,2014,2,72,1030000
6762811437,42501,3,2.5,2920,34527,1,0,4,4,9,1800,1120,1954,3,66,1020000
6762811743,42501,5,3,4530,258746,1.5,0,0,4,9,3200,1330,2003,1,79,950000
6762811798,42501,4,2.25,3290,12329,1.5,0,0,4,10,3290,0,1968,2,80,947500
6762811799,42501,3,2.75,2980,27144,1.5,1,2,5,8,2180,800,1917,1,73,947500
6762811886,42501,4,2.75,3300,12090,2,0,0,3,8,3300,0,1953,1,55,927000
6762812000,42501,3,2,2700,6120,1,0,0,4,8,1350,1350,1962,2,65,910000
6762812055,42501,4,3.25,4700,38412,2,0,0,3,10,3420,1280,1978,3,51,900000
6762812184,42501,4,2.5,2830,5000,2,0,0,3,9,2830,0,1995,3,67,885000
6762812239,42501,3,3.25,2170,12508,1.5,0,0,5,9,1650,520,1928,2,68,876650
6762812293,42501,4,2.5,2350,3150,1.5,0,0,4,8,1690,660,1910,2,77,870300
6762812452,42501,4,1.75,2350,11914,1,0,0,4,8,2350,0,1961,3,50,850000
6762812564,42501,4,2.75,2600,2750,1.5,0,0,3,7,1620,980,1936,3,68,840000
6762812899,42501,5,4.5,4630,6324,2,0,0,3,9,3210,1420,2006,3,77,809000
6762813146,42501,4,3.25,3680,5759,2,0,0,3,9,2840,840,2003,3,72,788000
6762813362,42501,3,1.75,1720,5000,1,0,0,3,9,1720,0,1954,3,78,770000
6762813589,42501,4,2.5,3110,6142,2,0,0,3,9,3110,0,2004,2,76,751000
6762813602,42501,4,2.5,2980,4930,2,0,0,3,9,2890,90,2000,2,58,750000
6762813724,42501,3,2.5,2620,8950,2,0,0,3,9,2620,0,1992,2,66,746000
6762813877,42501,4,2.5,2760,5000,1.5,0,0,5,7,1680,1080,1928,3,64,734200
6762814541,42501,4,2.5,2670,13463,2,0,0,4,9,2670,0,1989,1,62,690000
6762814791,42501,4,3,2400,3340,1,0,0,4,7,1200,1200,1964,3,58,675000
6762815047,42501,4,2.5,2550,10000,1,0,0,3,8,1290,1260,1964,3,57,660000
6762815381,42501,4,2.5,3040,6887,2,0,0,3,8,3040,0,1999,3,52,647000
6762815563,42501,3,2.5,1570,1433,3,0,0,3,8,1570,0,2010,1,55,635000
6762815657,42501,4,2,1770,4166,2,0,0,5,7,1770,0,1911,2,55,630000
6762815881,42501,3,1.5,1620,6630,1,0,0,3,8,1280,340,1954,3,55,620000
6762815989,42501,2,1.75,2040,4480,1.5,1,3,4,7,2040,0,1919,1,64,615000
6762816085,42501,4,3,2110,5000,1.5,0,2,4,7,1640,470,1930,1,80,610000
6762816763,42501,4,1.75,2120,4650,1,0,1,3,7,1190,930,1951,2,70,582000
6762817317,42501,3,2,2560,216777,1,0,0,3,8,2560,0,1986,2,69,560000
6762817938,42501,4,2.25,2540,228254,1,0,0,3,8,1450,1090,1990,1,76,540000
6762818572,42501,4,2.25,1800,8623,1,0,0,4,8,1360,440,1980,1,65,522000
6762818981,42501,4,1.75,1940,4800,1,0,0,5,7,1030,910,1922,1,79,505000
6762818982,42501,4,2.5,2780,6369,1,0,0,3,8,1590,1190,1978,3,78,505000
6762819075,42501,2,2.25,1290,1334,3,0,0,3,8,1290,0,2007,1,53,500000
6762819228,42501,3,1,980,6380,1,0,0,3,7,760,220,1941,2,50,499950
6762819465,42501,2,2.5,1230,1391,2,0,0,3,8,870,360,2004,2,55,490000
6762820265,42501,3,1.5,2020,11358,1,0,0,4,6,1190,830,1956,2,62,465000
6762820698,42501,3,2.5,2010,2287,2,0,0,3,8,1390,620,2014,1,59,453246
6762820768,42501,3,1.5,1770,17208,1,0,0,3,8,1160,610,1959,3,50,450000
6762822057,42501,2,2.5,1480,1369,3,0,0,3,7,1480,0,2009,3,71,420000
6762822454,42501,3,2.25,2200,16921,2,0,0,3,8,2200,0,1987,3,75,410000
6762823563,42501,4,2.5,2160,6223,2,0,0,3,8,2160,0,2010,1,53,383000
6762824005,42501,5,3,2480,10090,1,0,0,3,7,1300,1180,2004,1,69,372500
6762824160,42501,2,2.5,980,895,2,0,0,3,8,670,310,2009,3,53,369000
6762824181,42501,3,1,1280,9898,1,0,0,3,7,1280,0,1968,2,54,368000
6762824405,42501,4,2,1730,5500,1,0,0,5,7,1010,720,1943,2,58,360000
6762824594,42501,4,2.5,2380,7066,2,0,0,4,7,2380,0,1997,1,54,357000
6762824833,42501,2,1,910,4500,1.5,0,0,4,7,910,0,1906,1,67,350000
6762825297,42501,3,1.5,1720,7119,1.5,0,0,4,7,1720,0,1952,1,80,341000
6762825447,42501,3,1,1080,8100,1,0,0,4,7,1080,0,1955,2,61,339000
6762825553,42501,3,2.5,1940,4927,2,0,0,3,8,1940,0,2004,2,68,335000
6762825748,42501,5,3,2100,4548,1,0,0,3,7,1250,850,2013,2,61,330000
6762826459,42501,3,1.75,1440,8040,1,0,0,3,7,960,480,1951,3,63,315275
6762827026,42501,5,2.25,2180,7813,2,0,0,3,7,2180,0,1986,2,54,302000
6762827044,42501,2,1.5,830,1333,2,0,0,3,7,830,0,2005,2,52,301500
6762827059,42501,2,1.75,1360,8100,1,0,0,3,7,860,500,1975,3,72,300000
6762828379,42501,3,1,1830,8209,1,0,0,3,7,1830,0,1942,3,75,270000
6762828608,42501,2,1,1290,2828,2,0,0,3,7,1290,0,2008,1,71,265000
6762829006,42501,2,1,1220,2500,1,0,0,3,6,770,450,1910,3,64,255000
6762829791,42501,1,1,810,2451,1,0,0,5,7,810,0,1941,1,55,235000
6762830120,42501,3,1,990,8012,1,0,0,4,7,990,0,1966,3,79,225000
6762830521,42501,3,1.5,1350,7620,1,0,0,5,6,1350,0,1941,1,75,211000
6762830532,42501,3,2.5,1040,2643,2,0,0,3,7,720,320,2004,1,64,210000
6762830767,42501,3,1,1460,9750,1,0,0,4,7,1460,0,1969,3,80,201000
6762830967,42501,2,1,700,10540,1,0,0,3,6,700,0,1953,3,63,192000
6762831055,42501,3,1.5,1370,8470,1,0,0,4,7,1370,0,1961,2,73,185000
6762831383,42501,3,1,970,8580,1,0,0,3,7,970,0,1959,3,78,156000
6762831569,42501,3,1,1250,53143,1,0,0,5,6,1250,0,1945,3,56,110000
6762810108,42502,4,2.5,5300,26211,2,1,2,2,10,4570,730,1923,1,79,2560000
6762810128,42502,5,4,4430,9000,2,0,0,3,10,4430,0,2013,2,56,2450000
6762810129,42502,4,4.5,5030,11023,2,0,2,3,11,3250,1780,2008,3,52,2450000
6762810260,42502,5,2.25,3120,16672,2,0,0,4,9,3120,0,1969,3,51,1900000
6762810391,42502,5,3.25,4860,23723,2,0,2,4,11,3820,1040,1989,3,74,1680000
6762810503,42502,5,3.25,3370,17458,1,0,2,5,10,2000,1370,1982,2,77,1550000
6762810637,42502,5,4.25,3530,7924,2,0,0,3,10,3530,0,2001,3,59,1400000
6762811191,42502,4,1.5,2740,4000,2,0,0,5,9,1930,810,1905,3,60,1110000
6762811338,42502,4,3.25,4400,8400,2,0,0,3,11,4400,0,2003,2,71,1050000
6762811620,42502,4,2.5,3490,7494,2,0,3,3,11,3490,0,2000,2,67,975000
6762812294,42502,4,2.5,3520,6773,2.5,0,0,3,9,2650,870,2006,3,67,870000
6762812371,42502,4,2.5,3560,11119,1,0,2,3,10,2290,1270,1986,3,52,860000
6762812797,42502,5,2.75,3150,7119,2,0,0,3,9,3150,0,2013,1,52,819900
6762813033,42502,6,3,2890,2370,2.5,0,0,3,7,2290,600,1906,2,66,799200
6762813212,42502,3,1.75,2340,10495,1,0,0,4,8,2340,0,1967,1,79,780000
6762813274,42502,3,3.25,3610,59677,2,0,0,3,10,2440,1170,2003,3,51,777000
6762813357,42502,3,2.25,1780,6120,1.5,0,0,4,9,1390,390,1927,2,58,771000
6762813543,42502,3,3.25,3190,5283,2,0,0,3,9,3190,0,2007,1,52,757000
6762814133,42502,3,1.5,1310,3880,1,0,0,3,7,1090,220,1956,3,60,717000
6762814341,42502,3,2.5,2030,8398,2,0,0,4,9,2030,0,1975,1,64,700000
6762814792,42502,4,2.5,3000,5548,2,0,0,3,9,3000,0,2006,3,65,675000
6762814793,42502,5,3,3410,9600,1,0,0,4,8,1870,1540,1968,2,62,675000
6762814967,42502,3,2,1940,5820,1.5,0,0,5,7,1150,790,1944,1,60,665000
6762815048,42502,4,3.5,3400,5196,2,0,0,3,9,3400,0,2012,2,56,660000
6762815216,42502,4,2.5,2740,7140,2,0,0,3,8,2740,0,1993,1,74,651000
6762815229,42502,4,2.5,2210,4861,2,0,0,3,9,2210,0,2013,2,62,650000
6762815391,42502,3,2.5,1740,13750,2,0,0,4,9,1740,0,1975,3,63,645000
6762815564,42502,4,1.75,1950,13320,1,0,0,4,8,1370,580,1969,3,60,635000
6762815717,42502,4,2,2260,6000,1,0,0,3,8,1430,830,1958,1,60,628000
6762815751,42502,3,3.5,1810,1846,2,0,0,4,8,1440,370,2009,1,76,625000
6762815882,42502,3,1,1710,4050,1.5,0,0,3,7,1710,0,1909,3,64,620000
6762816544,42502,3,1.75,1680,2400,1,0,0,5,7,870,810,1922,1,50,591000
6762816545,42502,4,2.25,2710,38180,2,0,0,4,8,2710,0,1977,2,63,591000
6762816770,42502,4,1.75,2090,8164,1,0,0,4,8,1070,1020,1963,2,66,581000
6762816782,42502,5,2,2290,7125,1,0,0,3,7,1190,1100,1964,3,61,580000
